"date","rank","song","artist"
"1930-01-08",4,"Hard Headed Woman","NEW"
"1930-01-08",5,"When","NEW"
"1930-01-08",6,"Rebel-'rouser","Perez Prado And His Orchestra"
"1930-01-08",7,"Yakety Yak","NEW"
"1930-01-08",8,"My True Love","NEW"
"1930-01-08",9,"Willie And The Hand Jive","Bobby Darin"
"1930-01-08",10,"Fever","NEW"
"1930-01-08",11,"Ginger Bread","NEW"
"1930-01-08",12,"Just A Dream","Elvis Presley With The Jordanaires"
"1930-01-08",13,"Left Right Out Of Your Heart (Hi Lee Hi Lo Hi Lup Up Up)","NEW"
"1930-01-08",14,"If Dreams Came True","NEW"
"1930-01-08",15,"For Your Precious Love","Kalin Twins"
"1930-01-08",16,"One Summer Night","NEW"
"1930-01-08",17,"Endless Sleep","NEW"
"1930-01-08",18,"Little Star","Duane Eddy His Twangy Guitar And The Rebels"
"1930-01-08",19,"Everybody Loves A Lover","NEW"
"1930-01-08",20,"Do You Want To Dance","NEW"
"1930-01-08",21,"Guess Things Happen That Way","The Coasters"
"1930-01-08",22,"A Certain Smile","NEW"
"1930-01-08",23,"Western Movies","NEW"
"1930-01-08",24,"The Purple People Eater","Jack Scott"
"1930-01-08",25,"What Am I Living For","NEW"
"1930-01-08",26,"Born Too Late","NEW"
"1930-01-08",27,"Think It Over","The Johnny Otis Show"
"1930-01-08",28,"Secretly","NEW"
"1930-01-08",29,"Enchanted Island","NEW"
"1930-01-08",30,"Angel Baby","Peggy Lee"
"1930-01-08",31,"Chantilly Lace","NEW"
"1930-01-08",32,"Blue Blue Day","NEW"
"1930-01-08",33,"The Freeze","Frankie Avalon"
"1930-01-08",34,"Don't Ask Me Why","NEW"
"1930-01-08",35,"Rock-in Robin","NEW"
"1930-01-08",36,"No Chemise, Please","Jimmy Clanton And His Rockets"
"1930-01-08",37,"Moon Talk","NEW"
"1930-01-08",38,"Somebody Touched Me","NEW"
"1930-01-08",39,"That's How Much I Love You","Patti Page"
"1930-01-08",40,"Crazy Eyes For You","NEW"
"1930-01-08",41,"Early In The Morning","NEW"
"1930-01-08",42,"You Cheated","Pat Boone"
"1930-01-08",43,"Come What May","NEW"
"1930-01-08",44,"Jennie Lee","NEW"
"1930-01-08",45,"Kathy-O","Jerry Butler and The Impressions"
"1930-01-08",46,"(It's Been A Long Time) Pretty Baby","NEW"
"1930-01-08",47,"I Wonder Why","NEW"
"1930-01-08",48,"Return To Me","The Danleers"
"1930-01-08",49,"All I Have To Do Is Dream","NEW"
"1930-01-08",50,"By The Light Of The Silvery Moon","NEW"
"1930-01-08",51,"Baubles, Bangles And Beads","Jody Reynolds"
"1930-01-08",52,"Early In The Morning","NEW"
"1930-01-08",53,"Come Closer To Me (Acercate Mas)","NEW"
"1930-01-08",54,"Nel Blu Dipinto Di Blu (Volare)","The Elegants"
"1930-01-08",55,"Let's Go Steady For The Summer","NEW"
"1930-01-08",56,"Leroy","NEW"
"1930-01-08",57,"You Need Hands","Doris Day"
"1930-01-08",58,"Fool's Paradise","NEW"
"1930-01-08",59,"Young And Warm And Wonderful","NEW"
"1930-01-08",60,"Over And Over","Bobby Freeman"
"1930-01-08",61,"Itchy Twitchy Feeling","NEW"
"1930-01-08",62,"For Your Love","NEW"
"1930-01-08",63,"Padre","Johnny Cash And The Tennessee Two"
"1930-01-08",64,"High School Confidential","NEW"
"1930-01-08",65,"You're Making A Mistake","NEW"
"1930-01-08",66,"Delicious!","Johnny Mathis"
"1930-01-08",67,"Big Man","NEW"
"1930-01-08",68,"Volare (Nel Blu Dipinto Di Blu)","NEW"
"1930-01-08",69,"Op","The Olympics"
"1930-01-08",70,"Don't Go Home","NEW"
"1930-01-08",71,"Got A Match?","NEW"
"1930-01-08",72,"Stupid Cupid","Sheb Wooley"
"1930-01-08",73,"Hey Girl - Hey Boy","NEW"
"1930-01-08",74,"Win Your Love For Me","NEW"
"1930-01-08",75,"Gotta Have Rain","Chuck Willis"
"1930-01-08",76,"Midnight","NEW"
"1930-01-08",77,"Happy Years","NEW"
"1930-01-08",78,"Betty Lou Got A New Pair Of Shoes","Poni-Tails"
"1930-01-08",79,"The Bird On My Head","NEW"
"1930-01-08",80,"Johnny B. Goode","NEW"
"1930-01-08",81,"Beautiful Delilah","The Crickets"
"1930-01-08",82,"Blip Blop","NEW"
"1930-01-08",83,"Try The Impossible","NEW"
"1930-01-08",84,"Summertime Blues","Jimmie Rodgers"
"1930-01-08",85,"Got A Match?","NEW"
"1930-01-08",86,"To Be Loved","NEW"
"1930-01-08",87,"Jealousy","The Four Lads"
"1930-01-08",88,"Just Like In The Movies","NEW"
"1930-01-08",89,"Blue Boy","NEW"
"1930-01-08",90,"Stay","Dean Martin"
"1930-01-08",91,"The Purple People Eater Meets The Witch Doctor","NEW"
"1930-01-08",92,"Bird Dog","NEW"
"1930-01-08",93,"Are You Really Mine","Big Bopper"
"1930-01-08",94,"She Was Only Seventeen (He Was One Year More)","NEW"
"1930-01-08",95,"Little Mary","NEW"
"1930-01-08",96,"Over And Over","Don Gibson"
"1930-01-08",97,"I Believe In You","NEW"
"1930-01-08",98,"Little Serenade","NEW"
"1930-01-08",99,"I'll Get By (As Long As I Have You)","Tony And Joe"
"1930-01-08",100,"Judy","NEW"
"1930-01-15",1,"Poor Little Fool","NEW"
"1930-01-15",2,"Patricia","NEW"
"1930-01-15",3,"Splish Splash","Ricky Nelson"
"1930-01-15",4,"Hard Headed Woman","NEW"
"1930-01-15",5,"When","NEW"
"1930-01-15",6,"Rebel-'rouser","Perez Prado And His Orchestra"
"1930-01-15",7,"Yakety Yak","NEW"
"1930-01-15",8,"My True Love","NEW"
"1930-01-15",9,"Willie And The Hand Jive","Bobby Darin"
"1930-01-15",10,"Fever","NEW"
"1930-01-15",11,"Ginger Bread","NEW"
"1930-01-15",12,"Just A Dream","Elvis Presley With The Jordanaires"
"1930-01-15",13,"Left Right Out Of Your Heart (Hi Lee Hi Lo Hi Lup Up Up)","NEW"
"1930-01-15",14,"If Dreams Came True","NEW"
"1930-01-15",15,"For Your Precious Love","Kalin Twins"
"1930-01-15",16,"One Summer Night","NEW"
"1930-01-15",17,"Endless Sleep","NEW"
"1930-01-15",18,"Little Star","Duane Eddy His Twangy Guitar And The Rebels"
"1930-01-15",19,"Everybody Loves A Lover","NEW"
"1930-01-15",20,"Do You Want To Dance","NEW"
"1930-01-15",21,"Guess Things Happen That Way","The Coasters"
"1930-01-15",22,"A Certain Smile","NEW"
"1930-01-15",23,"Western Movies","NEW"
"1930-01-15",24,"The Purple People Eater","Jack Scott"
"1930-01-15",25,"What Am I Living For","NEW"
"1930-01-15",26,"Born Too Late","NEW"
"1930-01-15",27,"Think It Over","The Johnny Otis Show"
"1930-01-15",28,"Secretly","NEW"
"1930-01-15",29,"Enchanted Island","NEW"
"1930-01-15",30,"Angel Baby","Peggy Lee"
"1930-01-15",31,"Chantilly Lace","NEW"
"1930-01-15",32,"Blue Blue Day","NEW"
"1930-01-15",33,"The Freeze","Frankie Avalon"
"1930-01-15",34,"Don't Ask Me Why","NEW"
"1930-01-15",35,"Rock-in Robin","NEW"
"1930-01-15",36,"No Chemise, Please","Jimmy Clanton And His Rockets"
"1930-01-15",37,"Moon Talk","NEW"
"1930-01-15",38,"Somebody Touched Me","NEW"
"1930-01-15",39,"That's How Much I Love You","Patti Page"
"1930-01-15",40,"Crazy Eyes For You","NEW"
"1930-01-15",41,"Early In The Morning","NEW"
"1930-01-15",42,"You Cheated","Pat Boone"
"1930-01-15",43,"Come What May","NEW"
"1930-01-15",44,"Jennie Lee","NEW"
"1930-01-15",45,"Kathy-O","Jerry Butler and The Impressions"
"1930-01-15",46,"(It's Been A Long Time) Pretty Baby","NEW"
"1930-01-15",47,"I Wonder Why","NEW"
"1930-01-15",48,"Return To Me","The Danleers"
"1930-01-15",49,"All I Have To Do Is Dream","NEW"
"1930-01-15",50,"By The Light Of The Silvery Moon","NEW"
"1930-01-15",51,"Baubles, Bangles And Beads","Jody Reynolds"
"1930-01-15",52,"Early In The Morning","NEW"
"1930-01-15",53,"Come Closer To Me (Acercate Mas)","NEW"
"1930-01-15",54,"Nel Blu Dipinto Di Blu (Volare)","The Elegants"
"1930-01-15",55,"Let's Go Steady For The Summer","NEW"
"1930-01-15",56,"Leroy","NEW"
"1930-01-15",57,"You Need Hands","Doris Day"
"1930-01-15",58,"Fool's Paradise","NEW"
"1930-01-15",59,"Young And Warm And Wonderful","NEW"
"1930-01-15",60,"Over And Over","Bobby Freeman"
"1930-01-15",61,"Itchy Twitchy Feeling","NEW"
"1930-01-15",62,"For Your Love","NEW"
"1930-01-15",63,"Padre","Johnny Cash And The Tennessee Two"
"1930-01-15",64,"High School Confidential","NEW"
"1930-01-15",65,"You're Making A Mistake","NEW"
"1930-01-15",66,"Delicious!","Johnny Mathis"
"1930-01-15",67,"Big Man","NEW"
"1930-01-15",68,"Volare (Nel Blu Dipinto Di Blu)","NEW"
"1930-01-15",69,"Op","The Olympics"
"1930-01-15",70,"Don't Go Home","NEW"
"1930-01-15",71,"Got A Match?","NEW"
"1930-01-15",72,"Stupid Cupid","Sheb Wooley"
"1930-01-15",73,"Hey Girl - Hey Boy","NEW"
"1930-01-15",74,"Win Your Love For Me","NEW"
"1930-01-15",75,"Gotta Have Rain","Chuck Willis"
"1930-01-15",76,"Midnight","NEW"
"1930-01-15",77,"Happy Years","NEW"
"1930-01-15",78,"Betty Lou Got A New Pair Of Shoes","Poni-Tails"
"1930-01-15",79,"The Bird On My Head","NEW"
"1930-01-15",80,"Johnny B. Goode","NEW"
"1930-01-15",81,"Beautiful Delilah","The Crickets"
"1930-01-15",82,"Blip Blop","NEW"
"1930-01-15",83,"Try The Impossible","NEW"
"1930-01-15",84,"Summertime Blues","Jimmie Rodgers"
"1930-01-15",85,"Got A Match?","NEW"
"1930-01-15",86,"To Be Loved","NEW"
"1930-01-15",87,"Jealousy","The Four Lads"
"1930-01-15",88,"Just Like In The Movies","NEW"
"1930-01-15",89,"Blue Boy","NEW"
"1930-01-15",90,"Stay","Dean Martin"
"1930-01-15",91,"The Purple People Eater Meets The Witch Doctor","NEW"
"1930-01-15",92,"Bird Dog","NEW"
"1930-01-15",93,"Are You Really Mine","Big Bopper"
"1930-01-15",94,"She Was Only Seventeen (He Was One Year More)","NEW"
"1930-01-15",95,"Little Mary","NEW"
"1930-01-15",96,"Over And Over","Don Gibson"
"1930-01-15",97,"I Believe In You","NEW"
"1930-01-15",98,"Little Serenade","NEW"
"1930-01-15",99,"I'll Get By (As Long As I Have You)","Tony And Joe"
"1930-01-15",100,"Judy","NEW"
"1930-01-22",1,"Poor Little Fool","NEW"
"1930-01-22",2,"Patricia","NEW"
"1930-01-22",3,"Splish Splash","Ricky Nelson"
"1930-01-22",4,"Hard Headed Woman","NEW"
"1930-01-22",5,"When","NEW"
"1930-01-22",6,"Rebel-'rouser","Perez Prado And His Orchestra"
"1930-01-22",7,"Yakety Yak","NEW"
"1930-01-22",8,"My True Love","NEW"
"1930-01-22",9,"Willie And The Hand Jive","Bobby Darin"
"1930-01-22",10,"Fever","NEW"
"1930-01-22",11,"Ginger Bread","NEW"
"1930-01-22",12,"Just A Dream","Elvis Presley With The Jordanaires"
"1930-01-22",13,"Left Right Out Of Your Heart (Hi Lee Hi Lo Hi Lup Up Up)","NEW"
"1930-01-22",14,"If Dreams Came True","NEW"
"1930-01-22",15,"For Your Precious Love","Kalin Twins"
"1930-01-22",16,"One Summer Night","NEW"
"1930-01-22",17,"Endless Sleep","NEW"
"1930-01-22",18,"Little Star","Duane Eddy His Twangy Guitar And The Rebels"
"1930-01-22",19,"Everybody Loves A Lover","NEW"
"1930-01-22",20,"Do You Want To Dance","NEW"
"1930-01-22",21,"Guess Things Happen That Way","The Coasters"
"1930-01-22",22,"A Certain Smile","NEW"
"1930-01-22",23,"Western Movies","NEW"
"1930-01-22",24,"The Purple People Eater","Jack Scott"
"1930-01-22",25,"What Am I Living For","NEW"
"1930-01-22",26,"Born Too Late","NEW"
"1930-01-22",27,"Think It Over","The Johnny Otis Show"
"1930-01-22",28,"Secretly","NEW"
"1930-01-22",29,"Enchanted Island","NEW"
"1930-01-22",30,"Angel Baby","Peggy Lee"
"1930-01-22",31,"Chantilly Lace","NEW"
"1930-01-22",32,"Blue Blue Day","NEW"
"1930-01-22",33,"The Freeze","Frankie Avalon"
"1930-01-22",34,"Don't Ask Me Why","NEW"
"1930-01-22",35,"Rock-in Robin","NEW"
"1930-01-22",36,"No Chemise, Please","Jimmy Clanton And His Rockets"
"1930-01-22",37,"Moon Talk","NEW"
"1930-01-22",38,"Somebody Touched Me","NEW"
"1930-01-22",39,"That's How Much I Love You","Patti Page"
"1930-01-22",40,"Crazy Eyes For You","NEW"
"1930-01-22",41,"Early In The Morning","NEW"
"1930-01-22",42,"You Cheated","Pat Boone"
"1930-01-22",43,"Come What May","NEW"
"1930-01-22",44,"Jennie Lee","NEW"
"1930-01-22",45,"Kathy-O","Jerry Butler and The Impressions"
"1930-01-22",46,"(It's Been A Long Time) Pretty Baby","NEW"
"1930-01-22",47,"I Wonder Why","NEW"
"1930-01-22",48,"Return To Me","The Danleers"
"1930-01-22",49,"All I Have To Do Is Dream","NEW"
"1930-01-22",50,"By The Light Of The Silvery Moon","NEW"
"1930-01-22",51,"Baubles, Bangles And Beads","Jody Reynolds"
"1930-01-22",52,"Early In The Morning","NEW"
"1930-01-22",53,"Come Closer To Me (Acercate Mas)","NEW"
"1930-01-22",54,"Nel Blu Dipinto Di Blu (Volare)","The Elegants"
"1930-01-22",55,"Let's Go Steady For The Summer","NEW"
"1930-01-22",56,"Leroy","NEW"
"1930-01-22",57,"You Need Hands","Doris Day"
"1930-01-22",58,"Fool's Paradise","NEW"
"1930-01-22",59,"Young And Warm And Wonderful","NEW"
"1930-01-22",60,"Over And Over","Bobby Freeman"
"1930-01-22",61,"Itchy Twitchy Feeling","NEW"
"1930-01-22",62,"For Your Love","NEW"
"1930-01-22",63,"Padre","Johnny Cash And The Tennessee Two"
"1930-01-22",64,"High School Confidential","NEW"
"1930-01-22",65,"You're Making A Mistake","NEW"
"1930-01-22",66,"Delicious!","Johnny Mathis"
"1930-01-22",67,"Big Man","NEW"
"1930-01-22",68,"Volare (Nel Blu Dipinto Di Blu)","NEW"
"1930-01-22",69,"Op","The Olympics"
"1930-01-22",70,"Don't Go Home","NEW"
"1930-01-22",71,"Got A Match?","NEW"
"1930-01-22",72,"Stupid Cupid","Sheb Wooley"
"1930-01-22",73,"Hey Girl - Hey Boy","NEW"
"1930-01-22",74,"Win Your Love For Me","NEW"
"1930-01-22",75,"Gotta Have Rain","Chuck Willis"
"1930-01-22",76,"Midnight","NEW"
"1930-01-22",77,"Happy Years","NEW"
"1930-01-22",78,"Betty Lou Got A New Pair Of Shoes","Poni-Tails"
"1930-01-22",79,"The Bird On My Head","NEW"
"1930-01-22",80,"Johnny B. Goode","NEW"
"1930-01-22",81,"Beautiful Delilah","The Crickets"
"1930-01-22",82,"Blip Blop","NEW"
"1930-01-22",83,"Try The Impossible","NEW"
"1930-01-22",84,"Summertime Blues","Jimmie Rodgers"
"1930-01-22",85,"Got A Match?","NEW"
"1930-01-22",86,"To Be Loved","NEW"
"1930-01-22",87,"Jealousy","The Four Lads"
"1930-01-22",88,"Just Like In The Movies","NEW"
"1930-01-22",89,"Blue Boy","NEW"
"1930-01-22",90,"Stay","Dean Martin"
"1930-01-22",91,"The Purple People Eater Meets The Witch Doctor","NEW"
"1930-01-22",92,"Bird Dog","NEW"
"1930-01-22",93,"Are You Really Mine","Big Bopper"
"1930-01-22",94,"She Was Only Seventeen (He Was One Year More)","NEW"
"1930-01-22",95,"Little Mary","NEW"
"1930-01-22",96,"Over And Over","Don Gibson"
"1930-01-22",97,"I Believe In You","NEW"
"1930-01-22",98,"Little Serenade","NEW"
"1930-01-22",99,"I'll Get By (As Long As I Have You)","Tony And Joe"
"1930-01-22",100,"Judy","NEW"
"1930-01-29",1,"Poor Little Fool","NEW"
"1930-01-29",2,"Patricia","NEW"
"1930-01-29",3,"Splish Splash","Ricky Nelson"
"1930-01-29",4,"Hard Headed Woman","NEW"
"1930-01-29",5,"When","NEW"
"1930-01-29",6,"Rebel-'rouser","Perez Prado And His Orchestra"
"1930-01-29",7,"Yakety Yak","NEW"
"1930-01-29",8,"My True Love","NEW"
"1930-01-29",9,"Willie And The Hand Jive","Bobby Darin"
"1930-01-29",10,"Fever","NEW"
"1930-01-29",11,"Ginger Bread","NEW"
"1930-01-29",12,"Just A Dream","Elvis Presley With The Jordanaires"
"1930-01-29",13,"Left Right Out Of Your Heart (Hi Lee Hi Lo Hi Lup Up Up)","NEW"
"1930-01-29",14,"If Dreams Came True","NEW"
"1930-01-29",15,"For Your Precious Love","Kalin Twins"
"1930-01-29",16,"One Summer Night","NEW"
"1930-01-29",17,"Endless Sleep","NEW"
"1930-01-29",18,"Little Star","Duane Eddy His Twangy Guitar And The Rebels"
"1930-01-29",19,"Everybody Loves A Lover","NEW"
"1930-01-29",20,"Do You Want To Dance","NEW"
"1930-01-29",21,"Guess Things Happen That Way","The Coasters"
"1930-01-29",22,"A Certain Smile","NEW"
"1930-01-29",23,"Western Movies","NEW"
"1930-01-29",24,"The Purple People Eater","Jack Scott"
"1930-01-29",25,"What Am I Living For","NEW"
"1930-01-29",26,"Born Too Late","NEW"
"1930-01-29",27,"Think It Over","The Johnny Otis Show"
"1930-01-29",28,"Secretly","NEW"
"1930-01-29",29,"Enchanted Island","NEW"
"1930-01-29",30,"Angel Baby","Peggy Lee"
"1930-01-29",31,"Chantilly Lace","NEW"
"1930-01-29",32,"Blue Blue Day","NEW"
"1930-01-29",33,"The Freeze","Frankie Avalon"
"1930-01-29",34,"Don't Ask Me Why","NEW"
"1930-01-29",35,"Rock-in Robin","NEW"
"1930-01-29",36,"No Chemise, Please","Jimmy Clanton And His Rockets"
"1930-01-29",37,"Moon Talk","NEW"
"1930-01-29",38,"Somebody Touched Me","NEW"
"1930-01-29",39,"That's How Much I Love You","Patti Page"
"1930-01-29",40,"Crazy Eyes For You","NEW"
"1930-01-29",41,"Early In The Morning","NEW"
"1930-01-29",42,"You Cheated","Pat Boone"
"1930-01-29",43,"Come What May","NEW"
"1930-01-29",44,"Jennie Lee","NEW"
"1930-01-29",45,"Kathy-O","Jerry Butler and The Impressions"
"1930-01-29",46,"(It's Been A Long Time) Pretty Baby","NEW"
"1930-01-29",47,"I Wonder Why","NEW"
"1930-01-29",48,"Return To Me","The Danleers"
"1930-01-29",49,"All I Have To Do Is Dream","NEW"
"1930-01-29",50,"By The Light Of The Silvery Moon","NEW"
"1930-01-29",51,"Baubles, Bangles And Beads","Jody Reynolds"
"1930-01-29",52,"Early In The Morning","NEW"
"1930-01-29",53,"Come Closer To Me (Acercate Mas)","NEW"
"1930-01-29",54,"Nel Blu Dipinto Di Blu (Volare)","The Elegants"
"1930-01-29",55,"Let's Go Steady For The Summer","NEW"
"1930-01-29",56,"Leroy","NEW"
"1930-01-29",57,"You Need Hands","Doris Day"
"1930-01-29",58,"Fool's Paradise","NEW"
"1930-01-29",59,"Young And Warm And Wonderful","NEW"
"1930-01-29",60,"Over And Over","Bobby Freeman"
"1930-01-29",61,"Itchy Twitchy Feeling","NEW"
"1930-01-29",62,"For Your Love","NEW"
"1930-01-29",63,"Padre","Johnny Cash And The Tennessee Two"
"1930-01-29",64,"High School Confidential","NEW"
"1930-01-29",65,"You're Making A Mistake","NEW"
"1930-01-29",66,"Delicious!","Johnny Mathis"
"1930-01-29",67,"Big Man","NEW"
"1930-01-29",68,"Volare (Nel Blu Dipinto Di Blu)","NEW"
"1930-01-29",69,"Op","The Olympics"
"1930-01-29",70,"Don't Go Home","NEW"
"1930-01-29",71,"Got A Match?","NEW"
"1930-01-29",72,"Stupid Cupid","Sheb Wooley"
"1930-01-29",73,"Hey Girl - Hey Boy","NEW"
"1930-01-29",74,"Win Your Love For Me","NEW"
"1930-01-29",75,"Gotta Have Rain","Chuck Willis"
"1930-01-29",76,"Midnight","NEW"
"1930-01-29",77,"Happy Years","NEW"
"1930-01-29",78,"Betty Lou Got A New Pair Of Shoes","Poni-Tails"
"1930-01-29",79,"The Bird On My Head","NEW"
"1930-01-29",80,"Johnny B. Goode","NEW"
"1930-01-29",81,"Beautiful Delilah","The Crickets"
"1930-01-29",82,"Blip Blop","NEW"
"1930-01-29",83,"Try The Impossible","NEW"
"1930-01-29",84,"Summertime Blues","Jimmie Rodgers"
"1930-01-29",85,"Got A Match?","NEW"
"1930-01-29",86,"To Be Loved","NEW"
"1930-01-29",87,"Jealousy","The Four Lads"
"1930-01-29",88,"Just Like In The Movies","NEW"
"1930-01-29",89,"Blue Boy","NEW"
"1930-01-29",90,"Stay","Dean Martin"
"1930-01-29",91,"The Purple People Eater Meets The Witch Doctor","NEW"
"1930-01-29",92,"Bird Dog","NEW"
"1930-01-29",93,"Are You Really Mine","Big Bopper"
"1930-01-29",94,"She Was Only Seventeen (He Was One Year More)","NEW"
"1930-01-29",95,"Little Mary","NEW"
"1930-01-29",96,"Over And Over","Don Gibson"
"1930-01-29",97,"I Believe In You","NEW"
"1930-01-29",98,"Little Serenade","NEW"
"1930-01-29",99,"I'll Get By (As Long As I Have You)","Tony And Joe"
"1930-01-29",100,"Judy","NEW"
"1930-02-05",1,"Poor Little Fool","NEW"
"1930-02-05",2,"Patricia","NEW"
"1930-02-05",3,"Splish Splash","Ricky Nelson"
"1930-02-05",4,"Hard Headed Woman","NEW"
"1930-02-05",5,"When","NEW"
"1930-02-05",6,"Rebel-'rouser","Perez Prado And His Orchestra"
"1930-02-05",7,"Yakety Yak","NEW"
"1930-02-05",8,"My True Love","NEW"
"1930-02-05",9,"Willie And The Hand Jive","Bobby Darin"
"1930-02-05",10,"Fever","NEW"
"1930-02-05",11,"Ginger Bread","NEW"
"1930-02-05",12,"Just A Dream","Elvis Presley With The Jordanaires"
"1930-02-05",13,"Left Right Out Of Your Heart (Hi Lee Hi Lo Hi Lup Up Up)","NEW"
"1930-02-05",14,"If Dreams Came True","NEW"
"1930-02-05",15,"For Your Precious Love","Kalin Twins"
"1930-02-05",16,"One Summer Night","NEW"
"1930-02-05",17,"Endless Sleep","NEW"
